leaderboard,leaderboard_rank,pitcher_name,pitcher_team,pitch_type,batter_side,pitch_count,split_batted_ball_count,split_terminal_pa_count,k_pct,groundball_pct,line_drive_pct,flyball_pct,final_pitch_score_20_80,raw_pitch_score_20_80,groundball_score_20_80,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_20_80,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_20_80,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_20_80,flyball_score_rank,flyball_score_pitch_type_rank,location_score_20_80,stuff_plus_20_80,execution_plus_20_80,movement_quality_20_80,archetype,platoon_category,quadrant_label,overall_rank,pitch_type_rank,pitch_type_batter_side_rank
Best Overall Pitches,892,"De Jesus, Larry",DOW_EAS1,Sinker,L,35,5,6,0.0,0.8,0.2,0.0,47.66948903231596,49.50945654481404,75.54661206179081,24,2,36.49019003684828,1479,123,50.010572040579646,809,63,76.11119131958824,24,1,43.376231503153775,45.061266451326574,48.9901184494236,29.636576787807737,Soft-Speed Separation,Balanced Weapon,Low Priority,892,110,56
Best Overall Pitches,893,"Kostura, Brit",WAS_WIL3,Sinker,R,98,37,26,0.1538461538461538,0.2432432432432432,0.1621621621621621,0.5945945945945946,47.65056345216335,49.82499646783368,41.1491893680234,1231,117,46.977971450585926,842,35,53.56057357756143,524,48,38.55400024804564,1337,121,42.57688641559926,49.47777920138248,47.26858449300896,59.39038686987104,Tight High-Spin Breakers,Balanced Weapon,Low Priority,893,111,55
Best Overall Pitches,894,"Cook, Cole",SCH_BOO,Slider,R,71,14,34,0.5294117647058824,0.5,0.0714285714285714,0.4285714285714285,47.62144543602833,53.92059411662984,57.01207847437245,395,37,72.58049666647487,47,6,62.07333236522184,160,18,49.04074840438546,820,96,32.92343184795814,57.45431132837121,44.16646979294197,69.02696365767878,Tight High-Spin Breakers,Reverse Split Weapon,Development Target,894,234,142
Best Overall Pitches,895,"Langrell, Connor",MIS_MUD,Cutter,L,111,31,24,0.2083333333333333,0.4193548387096774,0.1935483870967742,0.3870967741935484,47.59926902301282,49.416274272885694,52.02967697237826,593,15,50.692394034618005,609,9,50.61587184181617,744,16,51.66046868650186,636,18,43.35959010664281,52.93168360700551,45.8711182554989,49.75381008206331,Soft-Speed Separation,Balanced Weapon,Development Target,895,36,17
Best Overall Pitches,896,"Armstrong, Andrew",NEW_YOR13,Four-Seam,R,84,29,24,0.2083333333333333,0.1034482758620689,0.3103448275862069,0.5862068965517241,47.58782405187819,43.922248568181,32.512407640428634,1503,247,50.692394034618005,604,78,39.65785819874113,1316,225,39.083803883851104,1321,197,56.14083351383832,44.651009951072446,49.03310327550451,45.74443141852287,Soft-Speed Separation,Balanced Weapon,Low Priority,896,280,155
Best Overall Pitches,897,"Henderson, Drew",DOW_EAS1,Changeup,R,44,10,10,0.3,0.6,0.1,0.3,47.57593192815766,46.93222884387711,63.19025633684523,148,13,56.94136379363668,327,18,59.39271895974579,233,23,57.1618812789463,349,33,49.07790579147894,49.76191588581263,47.05492776965757,50.38686987104337,Soft-Speed Separation,Balanced Weapon,Low Priority,897,118,52
Best Overall Pitches,898,"Esposito, Michael",NEW_ENG23,Four-Seam,L,74,20,19,0.2105263157894736,0.2,0.4,0.4,47.55961144078338,47.298187477023326,38.47754488695408,1359,196,50.841890918805056,597,65,31.246278202247336,1464,238,50.84544459873232,685,57,48.16960068955685,51.25496916849762,46.45903529868936,40.53927315357561,Soft-Speed Separation,Balanced Weapon,Development Target,898,281,126
Best Overall Pitches,899,"Wehrle, Tyler",WIN_CIT29,Sinker,R,32,11,9,0.0,0.6363636363636364,0.1818181818181818,0.1818181818181818,47.54135885164269,46.84991173133693,65.43686646865352,104,18,36.49019003684828,1431,117,51.71641693497349,673,60,64.62676099192646,115,15,49.15473546568944,44.45934654742617,49.041532867346845,26.330597889800703,Soft-Speed Separation,Balanced Weapon,Low Priority,899,112,56
Best Overall Pitches,900,"Sechrist, Zander",WAS_WIL3,Sinker,L,32,4,7,0.2857142857142857,0.5,0.25,0.25,47.51747403855202,40.163305277444906,57.01207847437245,296,26,55.96749837664676,350,14,45.319498580996566,1060,93,60.32009961905328,215,21,64.67720114780197,41.11805164853734,50.290404816562265,70.4337631887456,Tight High-Spin Breakers,Left-Handed Killer,Command/Deception Weapon,900,113,57
Best Overall Pitches,901,"Morgan, Cooper",QUE_CAP,Sinker,L,55,10,16,0.5625,0.5,0.2,0.3,47.51704671584283,47.32702155568272,57.01207847437245,347,29,74.83614083082654,32,1,50.010572040579646,797,61,57.1618812789463,350,36,47.96043875621642,46.89118712323408,48.07414305452441,49.26143024618992,Soft-Speed Separation,Balanced Weapon,Low Priority,901,114,58
Best Overall Pitches,902,"Barreto, Brayhans",TRI_VAL,Slider,L,45,14,9,0.1111111111111111,0.5,0.2142857142857142,0.2857142857142857,47.51642019075192,49.07921803412646,57.01207847437245,367,39,44.0646988356588,1071,124,48.67026533784162,884,83,58.06422937611972,316,30,43.86989188954466,57.34441928115024,44.06143495796013,64.87690504103165,Tight High-Spin Breakers,Balanced Weapon,Development Target,902,235,93
Best Overall Pitches,903,"Rodriguez, Luis",TRO_AIG,Slider,R,42,9,12,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,47.5141938684169,48.329316770739474,46.71511537025113,925,116,64.89459803238773,147,31,37.501042815024775,1375,164,55.05640238554163,459,48,45.612240429664254,58.60714017477255,43.573696688634215,56.43610785463071,Tight High-Spin Breakers,,Development Target,903,236,143
Best Overall Pitches,904,"Forsyth, Braden",MIS_MUD,Four-Seam,L,113,41,30,0.1,0.2195121951219512,0.2926829268292683,0.4878048780487805,47.512410659755474,51.15107485623437,39.68304300646096,1312,185,43.30724795577776,1136,170,41.31492367647443,1261,204,45.29930507464199,1024,129,39.022194201304735,51.646708158259486,46.242530744469136,37.93669402110199,Soft-Speed Separation,Balanced Weapon,Development Target,904,282,127
Best Overall Pitches,905,"Cook, Avery",WIN_CIT29,Sinker,R,56,11,15,0.1333333333333333,0.6363636363636364,0.1818181818181818,0.1818181818181818,47.49821129233432,50.42243159920517,65.43686646865352,106,19,45.57960059542091,939,49,51.71641693497349,681,62,64.62676099192646,119,16,40.67503057630234,46.295529615535536,48.27634859438527,36.95193434935521,Soft-Speed Separation,Balanced Weapon,Low Priority,905,115,57
Best Overall Pitches,906,"Cook, Cole",SCH_BOO,Four-Seam,R,148,50,36,0.0555555555555555,0.34,0.3,0.36,47.46323145265802,44.79429022880946,47.12699389441598,878,87,40.277444436253546,1304,215,40.62842512141349,1285,216,53.37201927081791,536,36,53.69076097497135,41.4324259630672,50.09372168589052,59.53106682297773,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,906,283,156
Best Overall Pitches,907,"Smith, Donny",JOL_SLA,Four-Seam,R,30,9,9,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,47.45194400792255,40.6569554807874,60.444399509079545,213,6,36.49019003684828,1371,229,47.92565050298717,918,156,62.07466536355717,170,7,63.30691723790456,44.27353381586672,48.98751605752311,39.976553341148886,Soft-Speed Separation,,Low Priority,907,284,157
Best Overall Pitches,908,"Hill, Kaleb",OTT_TIT,Changeup,R,175,46,48,0.1666666666666666,0.5217391304347826,0.1521739130434782,0.3260869565217391,47.4387320495009,44.28433731152001,58.35516061838827,278,25,47.85195323506406,764,42,54.49768578452867,472,37,55.51411518845569,408,38,54.798986438122974,38.74379115698712,51.09124877131618,62.20398593200469,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,908,119,53
Best Overall Pitches,909,"Valdez, Alex",EVA_OTT,Four-Seam,L,80,31,26,0.1153846153846153,0.4516129032258064,0.1612903225806451,0.3870967741935484,47.43740160300478,47.70408828983259,54.022637573175935,474,27,44.35602609715151,1036,151,53.6423708479988,520,62,51.66046868650186,635,48,46.81513266707323,44.79099873576443,48.76853542094225,26.963657678780773,Soft-Speed Separation,Balanced Weapon,Low Priority,909,285,128
Best Overall Pitches,910,"Aldeano, Austin",TRO_AIG,Changeup,L,46,13,9,0.2222222222222222,0.3076923076923077,0.2307692307692307,0.4615384615384615,47.42740446077548,49.16858806742276,45.13096720038632,1018,91,51.63920763446932,568,36,47.123757603913134,995,78,46.95840664167756,940,80,43.36464271193182,60.9525872903529,42.55189152885797,53.27080890973036,Soft-Speed Separation,,Development Target,910,120,67
Best Overall Pitches,911,"Eldred, Zach",NEW_ENG23,Sinker,R,47,17,14,0.1428571428571428,0.5882352941176471,0.0588235294117647,0.3529411764705882,47.41638343272113,48.392382846560245,62.46341188243667,169,26,46.22884420674752,898,42,63.25595592646128,138,17,53.81788538942124,519,63,45.13905146709655,45.00729034579528,48.6560647774832,43.21219226260258,Soft-Speed Separation,Balanced Weapon,Low Priority,911,116,58
Best Overall Pitches,912,"Agosto, Justus",TRI_VAL,Changeup,L,33,11,9,0.1111111111111111,0.2727272727272727,0.1818181818181818,0.5454545454545454,47.41490969844355,49.431703669731526,42.97076515057065,1135,98,44.0646988356588,1077,71,51.71641693497349,680,56,41.657900336602886,1226,97,42.70905709877163,55.474125264216426,44.63694859549544,53.69284876905041,Soft-Speed Separation,,Development Target,912,121,68
Best Overall Pitches,913,"Estrella, Noah",TRI_VAL,Four-Seam,R,70,21,20,0.1,0.2857142857142857,0.3809523809523809,0.3333333333333333,47.39151509731379,39.04734839578086,43.77312591193076,1085,137,43.30724795577776,1107,179,33.03335380589803,1451,244,55.05640238554163,421,22,66.86123740089064,50.33013099629284,46.57836288006519,23.02461899179367,Soft-Speed Separation,Right-Handed Killer,Development Target,913,286,158
Best Overall Pitches,914,"Gilleran, Jimmy",NEW_ENG23,Sinker,L,101,32,21,0.1428571428571428,0.1875,0.34375,0.46875,47.38747969556852,47.650008612145854,37.70527265414498,1391,119,46.22884420674752,891,53,36.5237358442783,1404,123,46.5028943810852,963,97,46.77491222355474,32.76349065689403,53.31458052347551,33.78663540445486,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,914,117,59
Best Overall Pitches,915,"Sanchez, Dikember",LAK_ERI24,Slider,R,71,9,13,0.3076923076923077,0.7777777777777778,0.0,0.2222222222222222,47.38160525144367,40.41227699549557,74.17368364790796,27,3,57.46575286432357,302,59,68.77486587891195,13,8,62.07466536355717,169,18,63.64337118198926,55.81095691098877,44.46099484119168,57.63188745603751,Tight High-Spin Breakers,Balanced Weapon,Development Target,915,237,144
Best Overall Pitches,916,"Heredia-Bustos, Rolando",DOW_EAS1,Changeup,L,219,83,70,0.1,0.4096385542168674,0.2289156626506024,0.3614457831325301,47.371419444420575,47.15998192511802,51.4293876347886,636,72,43.30724795577776,1122,78,47.29766208804967,971,75,53.28069729471842,540,52,47.86477365612655,54.12731847996328,45.09287876748107,55.24032825322392,Soft-Speed Separation,Balanced Weapon,Development Target,916,122,69
Best Overall Pitches,917,"Masick, Jason",NEW_YOR13,Four-Seam,L,34,13,8,0.125,0.3846153846153846,0.2307692307692307,0.3846153846153846,47.36137566321613,35.68578524944317,49.88341170998077,723,55,45.01151243551012,960,135,47.123757603913134,975,144,51.817204087996,616,45,74.6044199620197,47.68571368289596,47.55101437195049,21.33645955451348,Soft-Speed Separation,Balanced Weapon,Low Priority,917,287,129
Best Overall Pitches,918,"Whitesell, Max",FLO_Y'A,Four-Seam,L,111,41,26,0.1923076923076923,0.3414634146341463,0.1219512195121951,0.5365853658536586,47.35229910010706,50.8413313170529,47.217406253379,876,85,49.59991680402034,673,77,57.33322329456298,303,33,42.21811645014736,1192,167,39.21122392723346,43.09161875584066,49.30145271535686,34.77139507620164,Soft-Speed Separation,Right-Handed Killer,Low Priority,918,288,130
Best Overall Pitches,919,"Thompson, Ross",SCH_BOO,Sinker,L,34,8,5,0.4,0.25,0.0,0.75,47.34662654794928,47.000846201329445,41.56663381819048,1205,104,63.75842171256616,168,5,68.77486587891195,55,2,28.737916217983376,1507,130,48.1534473567289,35.15625787812021,52.33900166794978,27.667057444314185,Soft-Speed Separation,,Command/Deception Weapon,919,118,60
Best Overall Pitches,920,"Serratos, Oscar",WIN_CIT29,Four-Seam,R,44,15,13,0.1538461538461538,0.5333333333333333,0.0666666666666666,0.4,47.33731950018964,40.386424761322864,59.07147109519671,254,8,46.977971450585926,829,117,62.52010126613452,142,11,50.84544459873232,663,47,63.55607389087879,43.66296872934092,49.06117881618015,24.29073856975381,Soft-Speed Separation,Balanced Weapon,Low Priority,920,289,159
Best Overall Pitches,921,"Correa, Nelvin",QUE_CAP,Changeup,L,67,16,14,0.1428571428571428,0.4375,0.25,0.3125,47.26316491095087,45.80933799645758,53.15071731032696,519,56,46.22884420674752,883,60,45.319498580996566,1088,85,56.37232669391955,388,39,50.65542771143522,44.946140053660656,48.46477262485261,47.502930832356384,Soft-Speed Separation,,Low Priority,921,123,70
Best Overall Pitches,922,"Villalobos, Jonaiker",FLO_Y'A,Changeup,L,34,17,16,0.0625,0.4117647058823529,0.2941176470588235,0.2941176470588235,47.26026396834239,49.69235628324736,51.560745066308215,633,71,40.7508512361792,1282,88,41.18031611665856,1271,97,57.53343637778241,339,35,41.58538190023079,53.91590241607842,45.01821515340528,66.21336459554513,Tight High-Spin Breakers,Balanced Weapon,Development Target,922,124,71
Best Overall Pitches,923,"Harris, Ben",GAT_GRI,Changeup,R,151,38,40,0.225,0.4473684210526316,0.2368421052631578,0.3157894736842105,47.25915309049399,48.66394486800626,53.76040591517624,486,48,51.828570354439584,545,29,46.553991596676326,1027,62,56.16454917154409,397,36,43.98130560963204,42.08156827922927,49.55853900210827,46.51817116060961,Soft-Speed Separation,Balanced Weapon,Low Priority,923,125,54
Best Overall Pitches,924,"Langrell, Connor",MIS_MUD,Cutter,R,151,66,43,0.1395348837209302,0.3636363636363636,0.1666666666666666,0.4696969696969697,47.25442116823005,49.416274272885694,48.58729048009137,809,21,46.00236387721498,914,22,53.13795434696837,584,14,46.44307963979529,965,23,42.2100972573669,52.93168360700551,45.38775733462403,49.75381008206331,Soft-Speed Separation,Balanced Weapon,Development Target,924,37,20
Best Overall Pitches,925,"Encarnacion, J.D.",EVA_OTT,Four-Seam,L,157,56,51,0.1176470588235294,0.25,0.1964285714285714,0.5535714285714286,47.2367668113392,48.68636143150079,41.56663381819048,1216,161,44.510258176765305,1030,148,50.34564871626415,759,106,41.14520255411798,1237,177,43.8543793642955,44.7917301566693,48.48703208877305,41.594372801875735,Soft-Speed Separation,Right-Handed Killer,Low Priority,925,290,131
Best Overall Pitches,926,"Binns, Malik",NEW_JER6,Cutter,L,34,6,7,0.0,0.6666666666666666,0.0,0.3333333333333333,47.23560021869357,49.31263212129883,67.30904157849375,85,1,36.49019003684828,1483,30,68.77486587891195,82,2,55.05640238554163,471,14,42.38919244594796,52.5171912065102,45.52045408382391,42.93083235638922,Soft-Speed Separation,Balanced Weapon,Development Target,926,38,18
Best Overall Pitches,927,"Armstrong, Andrew",NEW_YOR13,Sinker,R,59,20,13,0.0769230769230769,0.55,0.05,0.4,47.23452755589504,48.61354333176371,60.10116740560884,225,34,41.7340807437171,1225,80,64.08379241932887,126,14,50.84544459873232,694,87,44.01682407886817,45.111120333307,48.3613151389368,46.86987104337632,Soft-Speed Separation,Balanced Weapon,Low Priority,927,119,59
Best Overall Pitches,928,"Orth, Harry",SCH_BOO,Sinker,L,38,15,9,0.4444444444444444,0.1333333333333333,0.4666666666666667,0.4,47.22195492320345,46.34230904327663,34.358759645305554,1476,129,66.78822523209035,111,3,24.991513589469903,1510,130,50.84544459873232,684,67,49.274461976366034,23.58086389164237,56.60675658833024,24.712778429073857,Soft-Speed Separation,,Command/Deception Weapon,928,120,61
Best Overall Pitches,929,"Primeaux, Parker",SUS_COU1,Four-Seam,L,37,12,5,0.2,0.25,0.3333333333333333,0.4166666666666667,47.21216131307765,44.80846938166938,41.56663381819048,1192,154,50.12430587470722,637,69,37.501042815024775,1357,222,49.79270515202998,750,70,52.82077581969693,29.267694377779925,54.410489294798765,33.01289566236811,Soft-Speed Separation,,Command/Deception Weapon,929,291,132
Best Overall Pitches,930,"Leach, Landon",TRO_AIG,Slider,L,26,6,3,0.3333333333333333,0.1666666666666666,0.0,0.8333333333333334,47.21047811778661,51.49918842120995,36.418152266129816,1442,136,59.21371643327984,284,49,68.77486587891195,106,17,23.47421898447172,1524,146,37.20348740979883,53.58819963174636,45.07420065332165,61.64126611957796,Tight High-Spin Breakers,Right-Handed Killer,Development Target,930,238,94
Best Overall Pitches,931,"Escobar, Anthony",TRO_AIG,Four-Seam,R,183,51,52,0.3269230769230769,0.3529411764705882,0.2352941176470588,0.4117647058823529,47.2100183660002,45.90669414872918,47.9265227942654,834,72,58.776725541040776,286,29,46.69922606910924,1017,173,50.10233440106008,730,56,50.25110820629925,50.025889537118935,46.440729756876735,33.645955451348186,Soft-Speed Separation,Balanced Weapon,Development Target,931,292,160
Best Overall Pitches,932,"De Los Santos, Enmanuel",NEW_ENG23,Four-Seam,L,81,21,22,0.1818181818181818,0.3809523809523809,0.1904761904761904,0.4285714285714285,47.20659962697339,44.62587935146617,49.65710482857151,751,61,48.88484079853823,709,84,50.90410984240499,725,94,49.04074840438546,797,79,53.22828026982359,48.53377171564728,47.00859544001577,45.81477139507621,Soft-Speed Separation,Balanced Weapon,Low Priority,932,293,133
Best Overall Pitches,933,"Henderson, Drew",DOW_EAS1,Four-Seam,R,225,74,60,0.2166666666666666,0.2432432432432432,0.2162162162162162,0.5405405405405406,47.19902182588067,45.11006525495814,41.1491893680234,1230,173,51.2604821945288,579,73,48.48914281044459,899,148,41.968290345458605,1213,165,52.073253824699925,48.65476980325039,46.95153623663976,36.31887456037515,Soft-Speed Separation,Balanced Weapon,Low Priority,933,294,161
Best Overall Pitches,934,"Gordillo, Lucas",TRI_VAL,Sinker,R,27,7,8,0.0,0.7142857142857143,0.1428571428571428,0.1428571428571428,47.19696088106917,45.704948002582086,70.25103103681414,50,8,36.49019003684828,1418,116,55.37179885153173,419,39,67.08771034785399,69,7,50.67832426420571,34.522626335478606,52.37240112519362,24.43141852286049,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,934,121,60
Best Overall Pitches,935,"Misla, Luis",TRI_VAL,Curveball,L,76,15,13,0.2307692307692307,0.2666666666666666,0.3333333333333333,0.4,47.19030556661927,47.67743017878222,42.5963301286026,1153,64,52.22186215745475,530,47,37.501042815024775,1374,63,50.84544459873232,690,49,46.05368147157239,49.59065329793866,46.58013767800079,75.42790152403282,Tight High-Spin Breakers,Balanced Weapon,Low Priority,935,101,46
Best Overall Pitches,936,"Lovell, Justin",WIN_CIT29,Four-Seam,L,103,23,26,0.3461538461538461,0.2608695652173913,0.2608695652173913,0.4782608695652174,47.189108034318366,43.302439123350894,42.23817489019839,1168,149,60.087698217757975,231,14,44.299700002826334,1154,183,45.902146327260496,1004,123,56.25800215990915,50.254164613255874,46.32381115087811,32.16881594372802,Soft-Speed Separation,Balanced Weapon,Development Target,936,295,134
Best Overall Pitches,937,"Duby, Bill",NEW_JER6,Sinker,R,67,26,17,0.0588235294117647,0.4230769230769231,0.2307692307692307,0.3461538461538461,47.18757498020072,46.58440327969754,52.25963396477799,583,71,40.50022410680679,1294,88,47.123757603913134,986,85,54.24660281115523,505,60,48.59497561470814,40.544043050903255,50.04829496799205,44.40797186400938,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,937,122,61
Best Overall Pitches,938,"Barreto, Brayhans",TRI_VAL,Slider,R,51,11,8,0.125,0.2727272727272727,0.3636363636363636,0.3636363636363636,47.1872770109356,49.07921803412646,42.97076515057065,1134,136,45.01151243551012,998,144,34.65796799103503,1428,168,53.14233066426467,552,59,42.77274795682359,57.34441928115024,43.60008671905078,64.87690504103165,Tight High-Spin Breakers,Balanced Weapon,Development Target,938,239,145
Best Overall Pitches,939,"Gamelin, Shaun",JOL_SLA,Cutter,R,81,17,17,0.2941176470588235,0.5294117647058824,0.3529411764705882,0.1176470588235294,47.17535845608562,48.76990643745165,58.829189610393854,264,9,56.54036038664084,344,6,35.661406164207875,1415,33,68.6800893428659,47,2,43.45474649956488,33.2333705498369,52.836923275974506,58.05392731535756,Tight High-Spin Breakers,Balanced Weapon,Command/Deception Weapon,939,39,21
Best Overall Pitches,940,"Perozzi, John",SUS_COU1,Four-Seam,L,123,36,31,0.1290322580645161,0.1666666666666666,0.2222222222222222,0.6111111111111112,47.16706181666565,47.442325135065495,36.418152266129816,1436,221,45.28639380320889,955,134,47.92565050298717,936,134,37.51074494050279,1372,212,46.52478074039935,55.76664816497659,44.17728215725753,29.70691676436108,Soft-Speed Separation,Balanced Weapon,Development Target,940,296,135
Best Overall Pitches,941,"Forsyth, Braden",MIS_MUD,Slider,R,105,25,28,0.1785714285714285,0.4,0.16,0.44,47.144199924425365,43.84044706976921,50.83390061189966,663,78,48.66350774922233,733,125,53.763430808246106,515,67,48.31886992664672,843,100,54.85295658528974,70.53267089771595,38.47820826842815,72.26260257913248,Tight High-Spin Breakers,Balanced Weapon,Development Target,941,240,146
Best Overall Pitches,942,"Gamelin, Shaun",JOL_SLA,Slider,L,32,6,6,0.1666666666666666,0.0,0.3333333333333333,0.6666666666666666,47.14416021124647,52.96413578869221,26.121189162008505,1526,145,47.85195323506406,801,113,37.501042815024775,1397,126,34.001613451495025,1470,140,33.5642171972064,50.77591480756875,46.06056768679472,61.21922626025791,Tight High-Spin Breakers,Right-Handed Killer,Development Target,942,241,95
Best Overall Pitches,943,"Johnson, Caiden",OTT_TIT,Sinker,R,51,16,9,0.0,0.4375,0.125,0.4375,47.119149263262855,50.88237527883944,53.15071731032696,526,67,36.49019003684828,1507,128,57.04718222995426,351,34,48.47678084365207,840,93,38.33828856025083,40.64555735522049,49.91342506559335,42.36811254396248,Soft-Speed Separation,Balanced Weapon,Low Priority,943,123,62
Best Overall Pitches,944,"Coles, Chad",WAS_WIL3,Four-Seam,R,129,42,37,0.1351351351351351,0.3333333333333333,0.1428571428571428,0.5238095238095238,47.100887964789415,42.61613710678871,46.71511537025113,899,93,45.70243046783405,929,140,55.37179885153173,406,59,43.02509442322928,1150,152,57.56530663345772,52.73221265354791,45.24910997815057,24.220398593200468,Soft-Speed Separation,Balanced Weapon,Development Target,944,297,162
Best Overall Pitches,945,"Wilson, Bradley",FLO_Y'A,Four-Seam,R,38,15,11,0.1818181818181818,0.3333333333333333,0.0666666666666666,0.6,47.09242498102872,51.90859866795091,46.71511537025113,950,96,48.88484079853823,727,102,62.52010126613452,146,12,38.21257123830435,1362,213,35.85468637821025,44.0306086167018,48.57682296789138,32.590855803048065,Soft-Speed Separation,,Low Priority,945,298,163
Best Overall Pitches,946,"Smith, Ethan",WIN_CIT29,Slider,L,28,6,9,0.3333333333333333,0.5,0.3333333333333333,0.1666666666666666,47.074879637694806,48.01178297689518,57.01207847437245,360,36,59.21371643327984,267,46,37.501042815024775,1378,123,65.58379685256494,97,11,44.88877184622727,67.40216080120365,39.58249816145396,71.137162954279,Tight High-Spin Breakers,Right-Handed Killer,Development Target,946,242,96
Best Overall Pitches,947,"Miranda, Kevin",OTT_TIT,Changeup,L,83,21,23,0.1739130434782608,0.4285714285714285,0.0952380952380952,0.4761904761904761,47.05948373002384,48.69046252353365,52.59909428689188,564,60,48.34594293933432,748,51,59.83948786065847,219,18,46.03292141380737,996,86,43.25386654516762,57.877099064937255,43.21652708540128,53.48182883939038,Soft-Speed Separation,Balanced Weapon,Development Target,947,126,72
Best Overall Pitches,948,"Perdomo, Rafael",QUE_CAP,Four-Seam,R,57,30,13,0.1538461538461538,0.1,0.1,0.8,47.05063878775168,45.35031767217271,32.2993670244813,1505,249,46.977971450585926,836,118,59.39271895974579,232,28,25.57969787787638,1520,251,51.01805472410262,52.03659890871606,45.445646032481136,39.8358733880422,Soft-Speed Separation,Balanced Weapon,Development Target,948,299,164
Best Overall Pitches,949,"Parenteau, Matt",EVA_OTT,Four-Seam,L,28,6,4,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,47.04476130937768,45.48803763018123,36.418152266129816,1432,220,36.49019003684828,1419,228,53.13795434696837,557,69,34.001613451495025,1455,231,50.67711656083607,47.24019014966736,47.27821413362017,30.48065650644783,Soft-Speed Separation,Balanced Weapon,Low Priority,949,300,136
Best Overall Pitches,950,"Gartland, Chad",SUS_COU1,Four-Seam,L,51,18,14,0.0714285714285714,0.3888888888888889,0.1666666666666666,0.4444444444444444,47.041943034846334,45.81158775287674,50.14743640495824,717,53,41.3595171217979,1239,192,53.13795434696837,559,70,48.038139407526096,868,97,49.91277202610872,47.575918841921975,47.14541505959016,29.84759671746776,Soft-Speed Separation,Balanced Weapon,Low Priority,950,301,137
Best Overall Pitches,951,"Webster, Evan",FLO_Y'A,Changeup,R,130,43,38,0.1052631578947368,0.3720930232558139,0.2325581395348837,0.3953488372093023,47.02023949514011,45.7882178329434,49.10975795260492,786,68,43.66604047782667,1094,62,46.95591955526973,1002,60,51.13923235130041,658,52,49.894956706932426,47.58096724962626,47.1130564625437,56.22508792497069,Soft-Speed Separation,Balanced Weapon,Low Priority,951,127,55
Best Overall Pitches,952,"Webster, Evan",FLO_Y'A,Changeup,L,36,7,9,0.2222222222222222,0.5714285714285714,0.1428571428571428,0.2857142857142857,46.98176007741432,45.7882178329434,61.425062661853005,189,22,51.63920763446932,560,35,55.37179885153173,424,40,58.06422937611972,309,32,49.76669198117978,47.58096724962626,47.05912123711398,56.22508792497069,Soft-Speed Separation,Balanced Weapon,Low Priority,952,128,73
Best Overall Pitches,953,"Davis, Tyler",WAS_WIL3,Four-Seam,R,71,25,16,0.3125,0.2,0.2,0.6,46.96409973901558,46.43811921629354,38.47754488695408,1358,210,57.79349603350287,299,31,50.010572040579646,795,122,38.21257123830435,1353,211,48.19138762536701,55.37999542198257,44.04119032487517,33.856975381008205,Soft-Speed Separation,Left-Handed Killer,Development Target,953,302,165
Best Overall Pitches,954,"Barreto, Brayhans",TRI_VAL,Sinker,L,57,14,18,0.1666666666666666,0.5,0.3571428571428571,0.1428571428571428,46.96146336650711,45.8387349836228,57.01207847437245,342,28,47.85195323506406,771,38,35.2671983104614,1418,125,67.08771034785399,70,5,49.581162926570514,30.969602257104206,53.405922325756805,45.4630715123095,Soft-Speed Separation,Balanced Weapon,Command/Deception Weapon,954,124,62
Best Overall Pitches,955,"Morgan, Cooper",QUE_CAP,Cutter,L,52,21,14,0.1428571428571428,0.3333333333333333,0.1904761904761904,0.4761904761904761,46.94323256469917,50.82487141126997,46.71511537025113,946,20,46.22884420674752,908,17,50.90410984240499,730,15,46.03292141380737,1000,24,37.886075256033976,57.52478272577053,43.188796926010006,47.92497069167644,Soft-Speed Separation,Balanced Weapon,Development Target,955,40,19
Best Overall Pitches,956,"Leach, Landon",TRO_AIG,Four-Seam,L,121,31,33,0.1212121212121212,0.4193548387096774,0.2903225806451613,0.2903225806451613,46.94143574782332,48.45322559337696,52.02967697237826,592,40,44.75329054464158,1016,146,41.53637482326828,1255,203,57.77314934477345,329,21,43.41392610819817,40.229147456357424,49.824143694199016,22.883939038686982,Soft-Speed Separation,Balanced Weapon,Low Priority,956,303,138
Best Overall Pitches,957,"Floyd, Conner",QUE_CAP,Four-Seam,L,184,45,44,0.3409090909090909,0.1777777777777777,0.2222222222222222,0.6,46.88963793936365,46.91480110869445,37.10461647307124,1410,212,59.73016021501692,235,15,47.92565050298717,935,133,38.21257123830435,1354,205,46.83092387759179,57.86004181105608,42.985006684410095,24.64243845252052,Soft-Speed Separation,Balanced Weapon,Development Target,957,304,139
